image_id,image_path,category,category_bn,question,question_bn,llm_answer,llm_answer_bn
697,7a5418a1924342cc3c914981ccdbdcac932e35f9_7-Figure5-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
368,6b69539e2bdb2feeb3cf7a887ad81e6de814f2cb_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1218,1f90432242767eea6ebdc24fa8a5ef5b33134d8a_3-Figure7-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
470,bea937f8301368faa8298a782226b35421a70762_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
940,28e9b513547c8b1858e70607598dfb339fb0948b_5-Figure3-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1160,f74231838150c91f2da92cf4298133eeb6c8e89b_1-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
603,688e96d49d0a57dd8fa6506d11f937b3d6581db2_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট।
667,da0a0b4615c0dc388b914665a0fb906931228b1a_2-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
267,b527527087da7e9a6b9462bdf48acc52fdc40060_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
1118,77ab89f0c44a6dd17ae1b471b0885b93c4ba4957_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
277,a77f740ca402153ccc14ad1344eac8d0a7f85a50_2-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
742,c3e6c23ebcc210677a8f89de98b73abd36c54ec8_1-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিস্ক
512,60ce9956a29f87b00066d70cf5403975267100f9_2-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
549,009dd6869c3319bece1d51a0564672b3473b4723_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট।
211,15e1b8fe788270b910642e0597ac2751e66cafb0_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট।
516,373e86e01e1d9af2a54b5b0c5a42700ff0d30db7_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট।
929,e3cb9fdaf60fbd5f9ef3907cabbd415c0291cb59_3-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক।
264,c75cd6a4b7f6b27ef120c70ea351a1e187cad7ed_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
225,eb0597662650e272c8602e579dde5e788d392722_14-Figure20-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
951,8acdccee78c27e5759a54d58531f9d9494d481d4_2-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1235,10b535a8c5cb81b9e7810e62bda201fac8323418_2-Figure2-1.png,organ,অঙ্গ,Which organ is the focus of this image?,এই ছবিতে কোন অঙ্গের উপর বেশি মনোযোগ দেওয়া হয়েছে?,abdomen,পেট।
791,92a289376092b3dabfee4cc207c4320b87673cbc_2-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
775,e25fe4889ad64e1d64dc59d0ef06d65cf27e057a_7-Figure2-1.png,organ,অঙ্গ,Which organ is the focus of this image?,এই ছবিতে কোন অঙ্গের উপর মনোযোগ দেওয়া হয়েছে?,chest,বক্ষ
950,9aa5786c3dd54fa6de03a6931ccbc1858ce46d00_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
1472,d2cc31fbfed389f68e2e99bdf0d18ce5005af13b_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,pelvis,পেলভিস
606,4aab1bf28bc3f312be7e8e3e9fc84c3842a939e7_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
728,0a4b6430939b48177ab15b54be6d3a9dc6f733d1_6-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
259,b71c9aa66e48ebc8186316bff0cc991f9422df8f_2-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,liver,যকৃত
798,cea46a578e08cd4da78ed9c78b4478df7feb55f5_2-Figure2-1.png,organ,অঙ্গ,What organ is depicted in this image?,এই ছবিতে কোন অঙ্গ চিত্রিত করা হয়েছে?,brain,মস্তিষ্ক
68,b99f192332cafe4f32073477ebb9411bb60c06e1_14-Figure16-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,Other,অন্যান্য
1182,61770021d6e660f86ecf35f442bb15c460c83142_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
856,8c319a0eb4dc330030ab57aecabeeaed81dcce20_3-Figure9-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
415,b2e73c7759247a8a65036244fe560f0d27cd2eb2_2-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
925,1ec96f50880ffb1514f8d49ef9a0e4d31c1cbca2_1-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক।
479,4c02713eadd12d58b6b705ea7425cc0cd3656e01_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
955,b0dab8c3217b4bb1046452ac19d3a202f1012be4_6-Figure3-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,spine,মেরুদণ্ড
560,fb1fbfe04f1010385d0e42284aadfc01486f6bda_5-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
641,22164bc7e7f748d2b18251cfb8996b30c2bd2d08_4-Figure2-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
206,339de61db2cc2d02a81e7612e07d106e77270ab7_2-Figure2-1.png,organ,অঙ্গ,What organ is depicted in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক।
1372,c0c2b6cb6cd7af5548d22970b73de12312fb5227_3-Figure2-1.png,organ,অঙ্গ,What organ is shown in this image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
61,08f5ac015ba3ecbb63d37269ebbb2dcfc729e463_3-Figure2-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
852,350b546cf52325f4ab4b3eefc065d5aae2b203b8_1-Figure1-1.png,organ,অঙ্গ,Which organ is primarily displayed in this image?,এই ছবিতে প্রধানত কোন অঙ্গ প্রদর্শিত হচ্ছে?,abdomen,পেট
1213,c8d944dba555b9572c083e5cef1d7414e8ef4ff1_4-Figure3-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,Other,অন্যান্য
693,2f25de83243e9eae42b311a3be75f92cc7ca6b60_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
1170,e04b635c19b9d73c63d89737b0ea47edd255731d_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
24,d2f9ea501f2d9c4fdcae42f6904f626771f8e0fd_3-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
467,784f408727c0139b85c04cdfe526c936c8163bb0_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
394,686d5ecb828fb4e5a9396a9d80c300db4980ff8c_3-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1327,deb4939b233fd20045b0532066aec3d2c5b3ba9c_3-Figure4-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
643,f39058cb7095ffd5acf32482df575ab03305f010_5-Figure4-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
921,2e5861e0afc88149949ec48da179ea41f8aea7de_2-Figure3-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
343,471c644e669b6131495db53f0e46d9d325ca4ff2_2-Figure4-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
835,6468f886b0c8305245b6966c5c90b0a9e381d47f_4-Figure4-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিস্ক
725,c471b645e309674e6ead452736f70e27901f5886_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
657,5384bf2439b2bdc10fa35eb3a7ae9e21212899f3_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট।
321,d10b17b52b2ec22e16890d7cdc726769856c5018_4-Figure7-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
580,dc20f3210bbf4708ebd7c0721307f86d71c8e9ec_5-Figure4-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক।
868,7d959d9eb13e813050620271eef142f84cacb639_6-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1263,85408056f4caefb133bfd7bbc58e4001f52a7867_4-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,Other,অন্যান্য
86,a89a9970624370063c912c5e3446ac203225bcd0_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
1030,c025876af0a97d7673a4df9498d9764e84bd1088_5-Figure5-1.png,organ,অঙ্গ,What organ is depicted in the image?,ছবিতে কোন অঙ্গ চিত্রিত করা হয়েছে?,brain,মস্তিষ্ক।
524,0b91f27ee3ccba73384b938621ba2eeaf9e60ba3_3-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
611,2b9a2a9b446b234db7b34b4386b3add1b3b49cb2_6-Figure5-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
759,7b83826a25d599ecea570066f16ef82bf03914e5_10-Figure6-1.png,organ,অঙ্গ,Which organ is primarily depicted in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গটি চিত্রিত করা হয়েছে?,brain,মস্তিষ্ক
699,7b67ab617274dba36b07cb996dd1fe8401c4edd2_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
475,208b66339542df0d6cef8003bda52933c51b7bad_2-Figure2-1.png,organ,অঙ্গ,What organ is depicted in the image?,ছবিতে কোন অঙ্গ চিত্রিত করা হয়েছে?,brain,মস্তিষ্ক
855,c803e4213d62ae1b3d7a2ba6122406a7fde46dd8_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
579,ab32e196277c3cabbd5e3a4f4933f29560a05de1_3-Figure4-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,spine,মেরুদণ্ড
1360,70177a2f31cfa5898a4680d2e0c67180049e1c80_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
949,4a3de20e2133d30fd45f81eea99604e19f4eb5df_6-Figure5-1.png,organ,অঙ্গ,Which organ is the primary focus of this image?,এই ছবিতে প্রধান ফোকাস কোন অঙ্গ?,abdomen,পেট
1248,bfc1153c0b8c995255aedbca280fea4ae7db2d9f_3-Figure3-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
737,d1b2526987b73d5f2dc3e9a9fd5cfbf7a0f10662_6-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1095,9abacc96250a06f02666d24005af1b4de85894da_5-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1272,48a079405445abe433876532ad216fc4e0e9d4eb_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
627,0522489f1b5fb73e01a0ac6f47cd21b0ff34c6d1_3-Figure3-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1454,2e006220af3b34246658ee23506f1a96232a5c5f_5-Figure5-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
926,8a46d4252151f5dbc4f560f56358ee7dd5a109d0_2-Figure2-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,spine,মেরুদণ্ড।
1385,b314f6d7e0bddd4238215d8afccb7cfb8c79d175_1-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
847,3f9366df0eba5a4ef3664ea1d017253dd6d84d0c_3-Figure3-1.png,organ,অঙ্গ,Which organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
299,1209f1f030d21d96495e0692fc954a1f5e0d2a1b_1-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
349,dbee0b9b3d79f6d97a869c75efae330d69f22e7d_1-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
975,2bb8cbc0d100938ae1a02dbe88f575ea928e0d68_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1470,9157879e7918c5bfe2601b0cd37fabf7956b7dcb_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
680,a8ac9391657a7bf242ed710ba04ac315ced60a76_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
943,625e76ebd75c00647c06b28f6a7cb1159eec04a5_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
447,cd03340dcdbecdcc699352680f3d54bfb4c62d2f_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক।
59,c06846716da70735af1dd3ab35c48f49427135d7_5-Figure5-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট।
1452,e6760d25d5e2f216eb237626dbb772861305435f_3-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
197,37cd0d651132fbf7700d3f320bb08cd2eb5254f5_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1429,fa40472064dc143744ddd61a53aa0c78f8fb8731_1-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1345,ff54f12cab9b45efffbf088b3284b9f7f8e9b7c5_3-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
256,9b5ca6576e9e7e280e285e1353b89d0c62af36ba_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
673,8bbc8919eb0b3d8a1aed0af472e9f96a37afad1b_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
92,4e754a0f8160123dd16a29901c4425665e447891_13-Figure5-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,Other,অন্যান্য
132,8926349d32577dfa5b02d482639aee457d55a584_4-Figure4-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গটি দেখানো হয়েছে?,brain,মস্তিষ্ক
685,5e23db01a1319ff6bed3b8e66c9c21d88fc525c6_1-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1419,06a73ca9ff2f3eb200b66a4bc48468fd96e9f504_3-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
774,5cd9f69d9fb052de764a46c4eb220d3a0557c3e8_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বক্ষ
1431,59a41a9ceac5a1cca2a7ce1e61141cf20ce47414_3-Figure2-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1484,01072119352170d8931126444321613b75f4d133_2-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক।
998,d915c1272657a095ab3bb271856542fdac7c7705_1-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
288,4b104a1ac7749e6ceeeb7943f6e71fd2f5ca2830_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্কের।
329,a740d8b36a52b6d16dad205852d8cfb50d453c9d_4-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1082,56e008753a453fe2ebded9b36e97487d5e88f31f_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক।
138,c6cbc8785478aa61025851b28f52e89799743f5a_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,liver,যকৃত
976,a504448880ae7b49372916901449527c1abcedfc_3-Figure1-1.png,organ,অঙ্গ,Which organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক।
811,d17e410cf33c944d739f7dee7aefec1b6dadc9a2_1-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,spine,মেরুদণ্ড
1296,495031803b78ac34e7bef904abf7e6605e2c0c19_2-Figure4-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
659,c594b448b0fd7b613f55ef694a0a134155fa1a8d_2-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
506,22f8e5898cf6a0217c8247b38a4998cc2fe4ee20_3-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গটি দেখানো হয়েছে?,chest,বুক
460,847de5a0e54f5f87c6a39603e8e64a7f73663e13_3-Figure5-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
186,195f3e39beb8490d4acaa66e2844cbe1fc934c94_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
323,5e2a6cb75ac10395bbfae4a47f25709f7a021c14_3-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
633,c1dba56fb2e746b277c4cd108049a65592d93d29_4-Figure3-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,spine,মেরুদণ্ড
463,bb1577455657ff9e46cd6d8ad887d32521cda4be_4-Figure5-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1344,53834063c3c8b6b9d23bd6dae4d08e67a62ab2ed_3-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
900,009f0ac3daa84f5d2834301a8c20706441ee0170_1-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক।
1154,c72eaf7be0058aeff8a7f543f743b8dbda3d8c0f_1-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
874,5b2c4fc0a89b0690cc40157b5d3e9459c12371be_6-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
30,7d76788f210e1c99cdb441d5ae30f22b9f68f77c_17-Figure22-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
1392,697f639f8cbff39435d30f348825fa11b928b192_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
846,310247a356dfb8e769f9d0fbe9bd6f58c2aed6fe_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1064,91bc1207f905057f4ab77bdd3eb3050c89218962_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1204,1dc8a5d0fdac92e9e25dc42dbb4b03e53fb90547_2-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
32,71453cacfa963c05bcdb885e714009f6bb7660e3_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
387,4a8948cf1d77bb0e05545c541e860ca883894680_3-Figure3-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
